Station,StationID,Date,Time,SampleDescription,FieldNotes,Weather,NorthLat,WestLong,Chla,Pheophytin,DissAmmonia,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthoPhos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,SpCndSurface,FluorescenceSurface,DOSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,FluorescenceBottom,DOBottom,WTBottom,TurbidityBottom,pHBottom
C3A,B9D82211312,2006-01-26,14:00,,N/A,"Slight breeze (5 mph), sunny, partly cloudy and cool",N/A,N/A,1.88,0.42,0.06,N/A,4,0.22,N/A,N/A,ND,0.03,0.07,17.9,78,58,4,0.2,14.4,48,N/A,137.1,N/A,9.4,11.9,38.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-02-16,08:10,,N/A,"Cool, slight breeze",N/A,N/A,3.42,0.66,0.07,N/A,4,0.15,N/A,N/A,0.2,0.02,0.02,18.3,90,46,4,0.4,12.8,36,N/A,137.7,N/A,9.2,11.6,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-03-17,06:55,,N/A,"cool, cloudy",N/A,N/A,2.26,0.3,0.07,N/A,4,0.16,N/A,N/A,0.2,0.02,0.02,16.8,76,28,3,0.4,12.3,37,N/A,134.7,N/A,10,10.6,28.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-04-18,07:40,,very strong current at this station,"sunny, cool and windy approx. 15mph",N/A,N/A,4.21,1.92,0.03,N/A,2,0.09,N/A,N/A,0.2,0.02,0.02,13.8,57,32,4,0.3,15.3,40,N/A,100.4,N/A,10,12,29.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-05-16,08:55,,N/A,"clear, sunny, warm",N/A,N/A,1.46,0.94,0.06,N/A,3,0.08,N/A,N/A,0.2,0.02,0.04,14.6,74,31,2,0.2,12,56,N/A,102,N/A,8.4,18.9,17.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-06-14,07:30,,N/A,"warm, sunny with a light breeze",N/A,N/A,2.69,0.84,0.19,N/A,5,0.14,N/A,N/A,0.2,0.04,0.06,15.9,75,23,4,0.6,9.4,72,N/A,130.6,N/A,8,18.7,14.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-07-12,07:00,,N/A,Mostly sunny and warm with medium to strong winds,N/A,N/A,2.54,2.5,0.26,N/A,5,0.14,N/A,N/A,0.2,0.04,0.07,15.6,80,12,1,0.6,12,84,N/A,140.9,N/A,8,21.7,10.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-08-14,09:25,,N/A,"clear, sunny, breezy",N/A,N/A,2.06,1.41,0.21,N/A,5,0.12,N/A,N/A,ND,0.05,0.05,15.2,80,11,2,0.3,7.3,87,N/A,144.8,N/A,6.9,22,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-09-13,10:10,,N/A,"Clear, sunny, warm.",N/A,N/A,2.18,1.44,0.2,N/A,6,0.12,N/A,N/A,0.1,0.05,0.08,15.4,95,18,3,0.4,7.1,76,N/A,172,N/A,7,21.1,12.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-10-06,07:20,,N/A,Clear and cool with a light breeze,N/A,N/A,1.48,1.7,0.39,N/A,5,0.19,N/A,N/A,0.2,0.04,0.09,15.2,79,11,2,0.7,7.3,110,N/A,137,N/A,7.7,16.7,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-11-07,08:10,,N/A,"sunny, calm, warm",N/A,N/A,2.04,0.94,0.37,N/A,7,0.23,N/A,N/A,0.1,0.06,0.08,16.6,93,8,ND,0.6,5.2,30,N/A,166,N/A,8,15,5.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2006-12-06,07:00,,N/A,mostly sunny and cool,N/A,N/A,1.56,0.79,0.33,N/A,7,0.19,N/A,N/A,0.2,0.04,0.09,17.6,96,7,2,0.6,14,112,N/A,174.1,N/A,9.8,9.3,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-01-09,10:25,,N/A,Clear and Cool,N/A,N/A,1.41,0.87,0.33,N/A,7,0.27,N/A,N/A,0.5,0.04,0.08,18.7,102,15,2,0.7,7.4,53,N/A,174.1,N/A,9.7,8.8,20.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-02-07,10:25,,N/A,"mostly cloudy, cool",N/A,N/A,3.33,1.72,0.4,N/A,7,1.12,N/A,N/A,0.5,0.05,0.07,19,110,10,2,0.5,7.3,82,N/A,188.2,N/A,8.98,11.2,11.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-03-07,09:00,,N/A,"cool, overcast",N/A,N/A,2.26,2.98,0.23,N/A,7,0.23,N/A,N/A,0.2,0.04,0.06,16.7,85,18,2,0.5,5.9,64,N/A,151.3,N/A,9.1,12.1,13.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-04-06,07:40,,N/A,"cool, light breeze, sunny",N/A,N/A,4.91,4.21,0.44,N/A,5,0.14,N/A,N/A,0.1,0.04,0.06,16.5,79,6,ND,0.6,4,138,N/A,136.6,N/A,5.8,16.8,5.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-05-04,06:55,,CDEC DO entered.  Something may have been wrong with the sodium thiosulfate cartridge for the mini DO titrator.  Water felt rather warm and looked very turbid.,Mostly overcast and cool + drizzly,N/A,N/A,6.09,8.94,0.48,N/A,8,0.16,N/A,N/A,0.2,0.05,0.1,16.6,96,26,4,0.9,5.3,N/A,N/A,165,N/A,9.1,19.1,16.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-06-06,09:50,,N/A,"Warm, mostly sunny, breezy",N/A,N/A,2.68,2.48,0.58,N/A,9,0.2,N/A,N/A,0.5,0.07,0.11,17.7,109,9,2,1,8.2,102,N/A,192.5,N/A,6.7,21.8,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-07-17,12:00,,D.O. read 7.8 with the winkler and 7.4 with digital titrator,"Cloudy, cool and medium winds",N/A,N/A,1.79,3.61,0.23,N/A,5,0.11,N/A,N/A,ND,0.04,0.06,16.1,76,8,ND,0.4,7.9,88,N/A,136,N/A,7.8,21.5,11.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-08-17,08:50,,N/A,Sunny and warm with a light breeze.,N/A,N/A,1.15,0.71,0.22,N/A,6,0.15,N/A,N/A,ND,0.06,0.06,16.9,96,13,2,0.2,9.3,120,N/A,171.6,N/A,7.7,22.3,9.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-09-14,11:50,,N/A,sunny and clear with a light breeze.,N/A,N/A,1.11,2.9,0.16,N/A,7,0.12,N/A,N/A,0.1,0.04,0.08,19.1,105,12,1,0.3,7.2,96,N/A,171.9,N/A,7.7,20.4,11.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-10-15,09:35,,N/A,Clear with some clouds; very windy.,N/A,N/A,0.49,0.88,0.39,N/A,6,0.19,N/A,N/A,ND,0.06,0.08,18.7,80,4,1,0.5,7,184,N/A,141.5,N/A,8,16.7,4.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-11-14,10:45,,N/A,"clear, mild temperature",N/A,N/A,0.64,1.15,0.41,N/A,8,0.24,N/A,N/A,0.2,0.08,0.14,20,107,1,ND,0.9,4.3,184,N/A,192.7,N/A,8.4,14.9,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2007-12-13,09:20,,N/A,N/A,N/A,N/A,2.04,1.58,0.39,N/A,9,0.28,N/A,N/A,0.2,0.06,0.09,22.7,122,10,1,0.7,5,78,N/A,211.5,N/A,10.4,9,16.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-01-14,09:45,,N/A,"sunny and clear with some haze, cold",N/A,N/A,2.72,1.8,0.23,N/A,9,0.46,N/A,N/A,0.6,0.05,0.12,22.9,111,36,5,1,4.2,22,N/A,187.4,N/A,10.2,8.4,60.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-02-13,10:40,,N/A,"Partly cloudy, cool and windy",N/A,N/A,4.86,1.98,0.21,N/A,10,0.46,N/A,N/A,0.7,0.05,0.1,21.2,139,31,6,0.7,7,40,N/A,235.6,N/A,9.6,11.8,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-03-11,07:45,,N/A,Sunny with light breeze,N/A,N/A,2.35,1.57,0.31,N/A,8,0.34,N/A,N/A,ND,0.05,0.06,20,123,25,1,0.3,3.5,92,N/A,211.5,N/A,9.5,13.4,20.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-04-10,08:15,,N/A,N/A,N/A,N/A,5.98,3.96,0.44,N/A,9,0.16,N/A,N/A,ND,0.06,0.1,16.3,63,9,1,0.4,6.8,136,N/A,91.7,N/A,10.2,15.6,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-05-09,07:45,,N/A,N/A,N/A,N/A,1.97,2.47,0.42,N/A,8,0.3,N/A,N/A,ND,0.08,0.14,17.8,105,10,2,0.6,9.1,120,N/A,190,N/A,6.5,19,8.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-06-11,11:55,,N/A,warm w/med winds,N/A,N/A,2.53,3.25,0.31,N/A,6,0.23,N/A,N/A,0.4,0.07,0.11,17,90,26,2,0.5,5.4,60,N/A,154.2,N/A,6.6,22.5,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-07-07,08:00,,N/A,sunny and warm.,N/A,N/A,6.73,7.1,0.46,N/A,6,0.25,N/A,N/A,ND,0.1,0.13,18.4,100,19,3,0.8,7.4,100,N/A,155.1,N/A,6.2,23.9,13.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-08-05,08:15,,N/A,N/A,N/A,N/A,1.22,2,0.6,N/A,8,0.24,N/A,N/A,0.8,0.09,0.12,16.8,99,3,ND,0.9,10,92,N/A,173.6,N/A,6.3,22.6,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-09-02,07:15,,N/A,N/A,N/A,N/A,1.11,1.79,0.42,N/A,9,0.24,N/A,N/A,0.2,0.09,0.1,19,116,9,1,0.7,6.8,98,N/A,191,N/A,6.3,21.3,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-10-01,08:00,,N/A,sunny and warm,N/A,N/A,2.19,1.97,0.37,N/A,8,0.28,N/A,N/A,ND,0.08,0.09,16.8,84,9,3,0.4,6.4,175,N/A,143.5,N/A,6.2,21,5.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-11-17,09:50,,N/A,N/A,N/A,N/A,1.48,1.69,0.42,N/A,9,0.31,N/A,N/A,0.1,0.08,0.12,20.3,120,16,4,0.6,8.5,128,N/A,77.4,N/A,7.2,15.8,10.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2008-12-01,09:20,,N/A,cold and foggy,N/A,N/A,0.81,0.89,0.44,N/A,10,0.3,N/A,N/A,ND,0.07,0.12,19.8,126,12,2,0.9,6.1,181,N/A,222.5,N/A,7.7,12.2,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-01-15,09:30,,N/A,"Cold, slightly foggy",N/A,N/A,0.47,0.23,0.62,N/A,11,0.31,N/A,N/A,0.5,0.1,0.16,22,132,13,2,1.3,6.4,116,N/A,224.6,N/A,8.4,10,12.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-02-20,13:00,,Only filtered 250 mL for chlorophyll due to high turbidity,Sunny and cool,N/A,N/A,7.65,6.44,0.09,N/A,5,0.26,N/A,N/A,1.1,0.04,0.29,18.1,77,232,18,1.1,8.6,16,N/A,116,N/A,8.5,11.3,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-03-18,10:15,,N/A,Sunny and clear,N/A,N/A,1.82,1.17,0.43,N/A,8,0.33,N/A,N/A,ND,0.08,0.09,19.2,113,13,2,0.8,6.4,100,N/A,156.7,N/A,9.7,14.8,10.2,7.1,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-04-14,08:15,,N/A,"Cool, breezy and clear",N/A,N/A,3.58,1.92,0.32,N/A,6,0.16,N/A,N/A,0.2,0.07,0.08,12.5,84,8,1,0.6,5.4,130,N/A,119.5,N/A,7.6,15.8,7.3,6.4,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-05-13,07:30,,N/A,Sunny and warm with a light breeze.,N/A,N/A,1.43,1.65,0.3,N/A,5,0.19,N/A,N/A,0.1,0.06,0.08,15.7,74,8,2,0.6,4.6,60,N/A,101.3,N/A,7.3,18.3,9.8,7.54,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-06-12,09:25,,"Hood, EC taken (degrees C not flashing, not temperature compensated.)","mild temp, partly cloudy, breezy",N/A,N/A,1.7,1.72,0.41,N/A,9,0.21,N/A,N/A,ND,0.07,0.11,16.6,107,14,3,0.9,4.4,88,N/A,167.4,N/A,6.2,20.5,9.7,7.4,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-07-13,08:25,,N/A,warm and sunny with a light breeze,N/A,N/A,2.3,2.77,0.13,N/A,4,0.09,N/A,N/A,0.2,0.02,0.06,14.2,64,25,3,0.7,5.8,80,N/A,113,N/A,6.7,21.1,15.3,6.6,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-08-11,09:00,,N/A,"clear, breezy and warm",N/A,N/A,1.09,1.19,0.02,N/A,4,0.03,N/A,N/A,ND,0.02,0.02,16.2,87,14,2,0.2,4.6,96,N/A,139.7,N/A,6.3,22.3,9.3,7.4,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-09-08,08:25,,N/A,"Sunny, clear, warm",N/A,N/A,1.68,1.25,0.32,N/A,8,0.18,N/A,N/A,ND,0.07,0.08,18.7,105,12,2,0.4,5.3,112,N/A,189.6,N/A,6.1,21.5,8.04,7.11,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-10-06,08:15,,N/A,"clear, sunny and warm",N/A,N/A,0.89,0.95,0.36,N/A,6,0.18,N/A,N/A,ND,0.05,0.08,14.1,82,8,3,0.5,5.3,216,N/A,147.4,N/A,9.2,17.5,6.8,7.18,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-11-05,10:20,,N/A,clear and mild with a very light breeze,N/A,N/A,0.87,1.36,0.35,N/A,6,0.25,N/A,N/A,0.3,0.06,0.09,17.6,99,9,2,0.6,5.4,216,N/A,161.1,N/A,7.3,16.4,7.14,7.75,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2009-12-07,09:55,,DO taken from continuous station data (not winkler).,Mostly clouy and cold with a light breeze,N/A,N/A,1.35,1.42,0.44,N/A,9,0.21,N/A,N/A,ND,0.05,0.07,18.7,98,7,1,0.6,6.9,180,N/A,195,N/A,9,10.1,7,7.45,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-01-05,10:15,,N/A,cold and foggy,N/A,N/A,1.94,1.73,0.33,N/A,10,0.23,N/A,N/A,0.2,0.05,0.1,21.6,117,11,ND,0.7,6.7,80,N/A,219.8,N/A,9.7,10.3,11,7.63,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-02-03,07:30,,N/A,"A.M. Fog/Blue Sky, Sunny",N/A,N/A,1.6,1.75,0.14,N/A,9,0.26,N/A,N/A,0.5,0.04,0.13,20,117,54,8,0.7,10,32,N/A,187,N/A,9.1,10.25,60.3,6.77,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-03-08,10:00,,N/A,cloudy/windy/cold,N/A,N/A,2.09,1.72,0.18,N/A,7,0.23,N/A,N/A,0.3,0.05,0.11,18,108,54,4,0.6,7.8,32,N/A,168,N/A,9.4,11.7,54.9,7.08,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-04-05,10:30,,N/A,partly cloudy and cool,N/A,N/A,1.59,1.56,0.77,N/A,8,0.18,N/A,N/A,0.3,0.08,0.12,19.1,117,10,2,1.2,6.3,116,N/A,186,N/A,9.3,12.5,7.1,7.07,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-05-04,10:15,,N/A,"clear, warm, and windy",N/A,N/A,1.84,1.76,0.22,N/A,6,0.16,N/A,N/A,0.1,0.04,0.09,19,91,43,3,0.5,6.6,44,N/A,140,N/A,9,16.1,37.5,6.47,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-06-01,08:30,,N/A,"clear, mild",N/A,N/A,2.34,1.86,0.16,N/A,5,0.12,N/A,N/A,0.2,0.04,0.07,16.7,78,28,4,0.5,4.1,66,N/A,137,N/A,8.5,18.1,19.9,8.07,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-07-02,08:40,,N/A,"clear, mild temp, no wind",N/A,N/A,1.22,1.7,0.25,N/A,5,0.14,N/A,N/A,0.1,0.04,0.06,15,84,15,2,0.4,6.2,96,N/A,127,N/A,7.3,21.3,15.4,7.69,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-08-02,11:30,,N/A,"clear, warm",N/A,N/A,1.79,1.34,0.1,N/A,5,0.08,N/A,N/A,0.1,0.03,0.04,14.9,79,17,2,0.2,5.3,88,N/A,127,N/A,8,21.3,10.1,7.48,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-09-13,09:20,,YSI 556 was reading 27 uS/cm on SC. M Dempsey came out and traded meters.,"cool, partly cloudy, breezy",N/A,N/A,1.08,1.01,0.14,N/A,8,0.12,N/A,N/A,0.3,0.03,0.05,17.3,101,18,2,0.4,7.2,126,N/A,182,N/A,7.5,19.6,11,7.87,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-10-12,09:25,,N/A,"warm, clear",N/A,N/A,0.93,0.61,0.26,N/A,7,0.16,N/A,N/A,0.1,0.03,0.05,16.8,81,5,ND,0.5,8.4,152,N/A,147,N/A,7.5,18.7,4.4,8.3,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-11-08,08:15,,N/A,"cold, clear, no wind",N/A,N/A,0.67,0.84,0.47,N/A,7,0.26,N/A,N/A,0.2,0.05,0.09,18.5,84,10,3,0.8,6.2,200,N/A,150,N/A,8.3,15.4,7.7,7.69,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2010-12-10,09:50,,N/A,"cool, overcast and slightly foggy, very light breeze",N/A,N/A,3.31,4.31,0.11,N/A,6,0.16,N/A,N/A,0.4,0.03,0.1,17.8,92,53,6,0.5,6.9,36,N/A,147,N/A,9.3,12.2,46,7.68,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-01-10,10:35,,N/A,"cool,mostly clear w/ some patchy fog",N/A,N/A,1.53,1.28,0.07,12,6,0.15,2.3,2.6,0.2,0.02,0.06,19.1,97,46,6,0.3,7.6,52,N/A,164,N/A,10.9,8.1,32.7,7.75,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-02-08,09:15,,N/A,"clear w/ a cold, strong wind",N/A,N/A,2.05,1.42,0.03,14,7,0.14,1.8,1.8,0.1,0.02,0.05,18.6,110,16,2,0.2,5,56,N/A,168,N/A,10.5,10.4,12.8,7.67,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-03-09,08:40,,N/A,"mostly cloudy, cool",N/A,N/A,2.99,2.19,0.11,11,5,0.16,2.5,2.7,0.1,0.03,0.05,17.8,74,29,3,0.4,7.2,56,N/A,143,N/A,10.4,11.6,25.7,7.56,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-04-07,07:45,,N/A,"mostly sunny, cool",N/A,N/A,6.15,1.13,0.05,11,3,0.09,1.9,2.1,0.3,0.02,0.05,16.6,66,26,3,0.4,13.7,46,N/A,109,N/A,9.9,13.1,24.6,7.66,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-05-09,08:50,,N/A,"mostly sunny, cool",N/A,N/A,3.11,2.16,0.1,9,3,0.05,1.3,1.3,0.1,0.02,0.04,14.4,52,22,3,0.3,8.3,84,N/A,88,N/A,9.8,14.7,10.1,7.49,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-06-06,07:55,,N/A,"cool, cloudy, windy",N/A,N/A,3.43,1.34,0.09,10,4,0.1,1.9,2,0.1,0.02,0.05,15.9,77,23,3,0.3,8.8,80,N/A,119,N/A,9.7,14.6,16.9,7.62,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-07-05,08:10,,N/A,"hot, no wind",N/A,N/A,3.47,2.02,0.15,10,4,0.11,1.4,1.6,0.1,0.03,0.06,15.5,68,41,5,0.3,8.7,64,N/A,121,N/A,7.8,20.8,30.2,7.52,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-08-17,08:20,,N/A,warm with light breeze,N/A,N/A,1.71,1.13,0.36,11,6,0.12,1.5,1.6,0.3,0.05,0.09,16.1,85,12,2,0.6,8,96,N/A,144,N/A,7.5,21,10.6,6.94,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-09-16,07:30,,N/A,"cool, mostly sunny, light wind.",N/A,N/A,2.03,1.17,0.14,13,6,0.1,1.7,1.4,0.2,0.04,0.07,19,99,19,2,0.3,7.9,84,N/A,164,N/A,7.5,19.6,14.2,7.65,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-10-17,09:35,,N/A,"clear, mild.",N/A,N/A,1.3,0.9,0.22,10,4,0.16,0.7,0.7,0.1,0.04,0.05,15.5,67,9,1,0.3,7.6,184,N/A,110,N/A,8.5,17.6,6.4,7.22,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-11-15,08:45,,N/A,"cool, sunny",N/A,N/A,2.44,2.16,0.38,11,5,0.16,0.9,1,0.2,0.05,0.05,19,84,19,2,0.7,7.3,208,N/A,136,N/A,9.6,12.5,13.9,7.44,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2011-12-14,09:35,,N/A,"cold, foggy",N/A,N/A,2.2,1.49,0.27,12,5,0.09,2.4,2.7,0.2,0.03,0.07,16.2,88,16,1,0.6,7.3,102,N/A,138,N/A,10.3,9,13.1,7.24,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-01-13,09:25,,N/A,"cold, clear, light breeze",N/A,N/A,4.71,2.24,0.44,14,8,0.17,2.5,3,0.3,0.05,0.06,19.3,111,23,3,0.8,7.3,92,N/A,183,N/A,10.3,8.9,27.6,7.11,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-02-13,09:35,,N/A,"cold, light rain",N/A,N/A,6.94,3.15,0.37,15,9,0.21,3.5,3.9,0.1,0.06,0.13,19.9,118,29,2,0.5,7.3,52,N/A,196,N/A,9.7,11.6,28.8,7.1,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-03-13,10:35,,N/A,"cool, rainy",N/A,N/A,6.19,1.95,0.32,12,8,0.19,2.2,2.3,0.1,0.04,0.08,17.6,95,12,2,0.7,8.1,120,N/A,170,N/A,10,13.18,7.86,7.36,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-04-10,09:30,,N/A,"overcast, cool",N/A,N/A,2.44,1.12,0.31,12,5,0.18,2.6,2.8,0.2,0.04,0.07,18.6,83,16,2,0.6,14.9,44,N/A,143,N/A,9.2,14.12,14.5,6.8,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-05-09,07:45,,N/A,"Warm, clear, calm.",N/A,N/A,3.54,2.29,0.29,9,4,0.07,2.2,2.3,0.1,0.03,0.07,14.5,68,9,1,0.6,16.7,100,N/A,112,N/A,8.9,17.9,7.6,6.7,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-06-08,08:26,,N/A,"warm, clear, sunny, light wind",N/A,N/A,2.87,2.33,0.44,12,7,0.15,0.9,0.9,0.2,0.09,0.11,18.3,108,15,2,0.8,14.9,96,N/A,171,N/A,7.8,20.24,11.2,6.55,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-07-11,11:17,,N/A,"sunny,clear,hot",N/A,N/A,3.03,1.51,0.16,10,4,0.07,1.8,2,0.2,0.03,0.04,16.1,72,19,3,0.4,26.6,80,N/A,138,N/A,7.95,23.1,11.1,7.13,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-08-06,09:10,,N/A,"sunny, warm, clear",N/A,N/A,2.88,1.85,0.17,11,4,0.07,1.5,1.5,0.1,0.03,0.06,16.3,77,24,4,0.5,9,120,N/A,129,N/A,8.2,20.05,13.2,6.52,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-09-04,08:33,,C3A Station has been vandalized so pump is not working. Samples were collected by stainless steel bucket at pump inlet and were filtered an hour later (10:15) at Vernalis (C10A). Samples were transported in a churn splitter to Vernalis.,"sunny, warm, clear",N/A,N/A,1.75,0.83,0.34,12,5,0.04,2.1,2.1,0.1,0.04,0.06,17.7,92,6,1,0.5,9.4,280,N/A,161,N/A,8.55,19.96,4.96,7.16,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-10-03,08:44,,N/A,"sunny, warm, clear",N/A,N/A,1.45,0.79,0.34,11,5,0.13,2,2.1,0.2,0.06,0.09,17.4,82,7,1,0.6,9.2,204,N/A,146,N/A,8,20.03,5.41,7.34,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-11-02,08:30,,N/A,"sunny, warm, partly cloudy, light wind",N/A,N/A,1.22,0.97,0.42,10,5,0.19,1.8,1.9,0.2,0.07,0.1,17,76,8,1,0.7,9.17,212,N/A,138,N/A,9.05,15.4,5.47,7.17,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2012-12-04,10:29,,No depth reading taken due to strong current.,"cloudy, cool, light breeze",N/A,N/A,3.74,3.96,0.1,8,4,0.35,6,7,0.6,0.03,0.16,15.8,65,142,24,0.8,N/A,20,N/A,102,N/A,9,13.34,129,7.11,N/A,N/A,N/A,N/A,N/A,N/A
C3A,B9D82211312,2013-01-16,10:15,,N/A,N/A,N/A,N/A,1.67,0.8,0.23,15,9,0.26,2.3,2.4,0.1,0.04,0.08,18.9,115,21,2,0.4,10.2,80,N/A,188,N/A,11.6,7.2,19.2,7.54,N/A,N/A,N/A,N/A,N/A,N/A
