"Phase","Week","Week_num","WeekStartDate","WeekEndDate","Stratum","NumOfSites","NumOfTows","RawCatch","TotalRawSampleVolume","AdjCatch","TotalEffSampleVolume","StratumVolume","nHat","nVar","nSE","lowCI","uppCI","SpatialCoverage"
"17_3","Week.5",5,2017-07-31,2017-08-04,"Suisun Bay Marsh",5,15,4,29563.9063566,4,21351.7101464333,220105238,62551.8351035416,1975889618.16879,44450.9799461024,14563,178526,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Lower Sacramento",2,7,1,12931.134020805,1,9339.15234835917,117440529,12630.9078698795,188326648.750113,13723.2156854767,1516,48272,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Cache Slough LI",2,10,0,15046.15131558,0,10866.66483903,51786023,0,NA,NA,NA,NA,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Sac DW Ship Channel",2,7,2,13950.26822574,2,10075.19371859,14472933,6184.10313701039,38485404.9625381,6203.66060987689,851,22406,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Upper Sacramento",2,16,0,52468.60430658,0,37893.9919991967,50673600,0,NA,NA,NA,NA,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Lower San Joaquin",4,19,0,32335.29089868,0,23353.2656490467,109289061,0,NA,NA,NA,NA,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.5",5,2017-07-31,2017-08-04,"Total",25,126,15,421301.925224565,15,304273.612662186,NA,123608.352264204,3103933444.11101,55712.9558012408,48510,261787,"Partial"
"17_3","Week.6",6,2017-08-07,2017-08-11,"Western Delta",6,43,1,201699.77639196,1,145672.060727527,279273078,1919.01683695672,3695759.85273015,1922.43591641702,265,6946,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Suisun Bay Marsh",4,15,3,30983.63435706,3,22377.0692578767,220105238,36061.0377648054,1029564166.07668,32086.8223119192,6031,120346,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Lower Sacramento",2,10,0,19213.67473872,0,13876.5428668533,117440529,0,NA,NA,NA,NA,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Cache Slough LI",2,7,1,11903.40663666,1,8596.90479314333,51786023,9294.02482263149,191732352.205905,13846.7451845517,622,43125,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Sac DW Ship Channel",2,10,0,15586.00516242,0,11256.55928397,14472933,0,NA,NA,NA,NA,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Upper Sacramento",2,16,0,68333.63505276,0,49352.0697603267,50673600,0,NA,NA,NA,NA,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Lower San Joaquin",5,19,2,41841.36902946,2,30218.7665212767,109289061,14794.5224571496,224780213.905226,14992.6720068581,2001,53971,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.6",6,2017-08-07,2017-08-11,"Total",23,120,7,389561.50136904,7,281349.973210973,NA,62068.6018815432,1449772492.04054,38075.8780862706,17476,160170,"Partial"
"17_3","Week.7",7,2017-08-14,2017-08-18,"Western Delta",7,35,4,167373.39532221,4,120880.785510485,279273078,13773.9063419165,112765327.018899,10619.1019874046,2860,41603,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Suisun Bay Marsh",4,16,4,30210.24822816,4,21818.5126092267,220105238,49180.62986466,1154773855.0658,33981.9636728927,11892,137665,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Lower Sacramento",2,10,0,21592.13194908,0,15594.31751878,117440529,0,NA,NA,NA,NA,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Cache Slough LI",2,10,0,16494.86023416,0,11912.95461356,51786023,0,NA,NA,NA,NA,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Sac DW Ship Channel",2,8,1,15409.42375434,1,11129.0282670233,14472933,1300.63319439143,1691930.51463293,1300.74229370499,180,4703,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Upper Sacramento",2,14,0,45646.96796352,0,32967.25464032,50673600,0,NA,NA,NA,NA,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Lower San Joaquin",4,20,0,40188.78272178,0,29025.23196573,109289061,0,NA,NA,NA,NA,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.7",7,2017-08-14,2017-08-18,"Total",23,113,9,336915.81017325,9,243328.085125125,NA,64255.1694009679,1269231112.59933,35626.2699787577,20371,155024,"Partial"
"17_3","Week.8",8,2017-08-21,2017-08-25,"Western Delta",8,49,3,217979.30166474,3,157429.495646757,279273078,7019.30309943034,44183450.4099429,6647.06329215714,1062,24453,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Suisun Bay Marsh",3,9,6,21202.91147898,6,15313.21384593,220105238,151534.134749328,8168635880.66801,90380.5060876958,44140,383715,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Lower Sacramento",2,7,1,17005.39617546,1,12281.67501561,117440529,14462.6927753852,470019032.522505,21679.9223366345,957,67339,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Cache Slough LI",2,9,0,19814.52330858,0,14310.4890561967,51786023,0,NA,NA,NA,NA,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Sac DW Ship Channel",2,7,1,18212.14812648,1,13153.2180913467,14472933,1100.41727619808,1211127.03496534,1100.51216938539,152,3979,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Upper Sacramento",2,15,0,66241.28016198,0,47840.92456143,50673600,0,NA,NA,NA,NA,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Lower San Joaquin",4,16,1,39546.82168668,1,28561.59344038,109289061,3865.19471113697,34301247.2704007,5856.72666857527,250,18104,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.8",8,2017-08-21,2017-08-25,"Total",23,112,12,400002.3826029,12,288890.60965765,NA,177981.742611478,8718350737.90583,93372.1089935631,59962,414273,"Partial"
"17_3","Week.9",9,2017-08-28,2017-09-01,"Western Delta",8,64,0,286385.72600022,0,206834.135444603,279273078,0,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Suisun Bay Marsh",4,17,1,34252.5246602,1,24737.9344768111,220105238,8909.37210224469,80711639.8733285,8983.96570971464,1215,32393,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Lower Sacramento",2,7,2,17820.90573186,2,12870.6541396767,117440529,31220.9557302731,993405936.572639,31518.3428589233,4250,113602,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Cache Slough LI",2,10,0,20385.94164376,0,14723.1800760489,51786023,0,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Sac DW Ship Channel",2,10,0,20327.75514924,0,14681.1564966733,14472933,0,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Upper Sacramento",2,16,0,68812.831164,0,49698.1558406667,50673600,0,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Lower San Joaquin",4,20,0,39244.20698352,0,28343.0383769867,109289061,0,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.9",9,2017-08-28,2017-09-01,"Total",24,144,3,487229.8913328,3,351888.254851467,NA,40130.3278325178,1074117576.44597,32773.7330257932,7656,126179,"Partial"
"17_3","Week.10",10,2017-09-04,2017-09-08,"Western Delta",8,47,6,198935.4685857,6,143675.616200783,279273078,18792.6035715618,167044582.870287,12924.5728312501,4573,52435,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Suisun Bay Marsh",4,17,2,30617.66601894,2,22112.7587914567,220105238,19907.6839775748,198255818.061377,14080.3344442303,4665,56632,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Lower Sacramento",2,10,1,22027.1827083,1,15908.5208448833,117440529,7383.37770057266,54524829.2977246,7384.09299086385,1021,26696,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Cache Slough LI",2,10,0,19643.67068664,0,14187.0954959067,51786023,0,NA,NA,NA,NA,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Sac DW Ship Channel",2,10,0,20371.22652642,0,14712.5524913033,14472933,0,NA,NA,NA,NA,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Upper Sacramento",2,16,0,66062.7731115,0,47712.00280275,50673600,0,NA,NA,NA,NA,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Lower San Joaquin",4,20,0,33523.84552902,0,24211.6662154033,109289061,0,NA,NA,NA,NA,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.10",10,2017-09-04,2017-09-08,"Total",24,130,9,391181.83316652,9,282520.212842487,NA,46083.6652497094,419825230.229389,20489.637142453,18317,96806,"Partial"
"17_3","Week.11",11,2017-09-11,2017-09-15,"Western Delta",8,53,4,225499.84991688,4,162861.002717747,279273078,11776.1444973486,131552922.640066,11469.652245821,1702,41820,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Suisun Bay Marsh",4,9,4,17502.11563254,4,12640.4168457233,220105238,69647.8703176746,1212929708.77922,34827.1404048512,24679,157242,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Lower Sacramento",2,10,0,21366.01339026,0,15431.0096707433,117440529,0,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Cache Slough LI",2,10,0,15500.41035774,0,11194.7408139233,51786023,0,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Sac DW Ship Channel",2,10,0,20525.22977736,0,14823.7770614267,14472933,0,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Upper Sacramento",2,16,0,50704.8121503,0,36620.14210855,50673600,0,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Lower San Joaquin",4,19,0,32526.0257784,0,23491.0186177333,109289061,0,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Southern Delta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"17_3","Week.11",11,2017-09-11,2017-09-15,"Total",24,127,8,383624.45700348,8,277062.107835847,NA,81424.0148150232,1344482631.41928,36667.1873944442,31981,172354,"Partial"
"17_3","Week.12",12,2017-09-18,2017-09-22,"Western Delta",4,23,2,93656.55472866,2,67640.84508181,279273078,8258.89364424455,34144745.6884044,5843.35055327031,1934,23500,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Suisun Bay Marsh",4,16,2,31611.1049331,2,22830.2424516833,220105238,19282.7935783358,186037234.323021,13639.5467051886,4518,54858,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Lower Sacramento",2,4,17,8905.90353576,17,6432.04144249333,117440529,313294.738184669,31420055377.6749,177257.031955505,97068,765985,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Cache Slough LI",2,10,0,18689.912041185,0,13498.2698075225,51786023,0,NA,NA,NA,NA,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Sac DW Ship Channel",2,10,0,18868.59962064,0,13627.32194824,14472933,0,NA,NA,NA,NA,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Upper Sacramento",2,16,0,70723.21284798,0,51077.8759457633,50673600,0,NA,NA,NA,NA,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Lower San Joaquin",4,19,0,36574.25565486,0,26414.7401951767,109289061,0,NA,NA,NA,NA,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Southern Delta",4,31,0,108815.31600709,0,78588.8393384539,255069170,0,NA,NA,NA,NA,""
"17_3","Week.12",12,2017-09-18,2017-09-22,"Total",24,129,21,387844.859369275,21,280110.176211143,NA,340836.425407249,31640237357.6863,177877.028752131,115473,790683,"Full"
"17_3","Week.13",13,2017-09-25,2017-09-29,"Western Delta",4,32,0,109882.16201424,0,79359.3392325067,279273078,0,NA,NA,NA,NA,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Suisun Bay Marsh",3,13,2,26025.87543402,2,18796.4655912367,220105238,23422.9460476352,274499032.636049,16568.0123320828,5488,66636,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Lower Sacramento",2,7,1,15525.0104394,1,11212.5075395667,117440529,11804.0933929997,373799175.441921,19333.8867132794,656,57654,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Cache Slough LI",2,10,0,28028.25468366,0,20242.6283826433,51786023,0,NA,NA,NA,NA,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Sac DW Ship Channel",2,9,0,17760.24799626,0,12826.8457750767,14472933,0,NA,NA,NA,NA,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Upper Sacramento",2,16,0,61901.2191798,0,44706.4360743,50673600,0,NA,NA,NA,NA,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Lower San Joaquin",4,19,1,34255.78220526,1,24740.2871482433,109289061,4425.27791481701,19573996.8775241,4424.25099621665,612,15997,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Southern Delta",4,32,0,95339.13291672,0,68856.0404398533,255069170,0,NA,NA,NA,NA,""
"17_3","Week.13",13,2017-09-25,2017-09-29,"Total",23,138,4,388717.68486936,4,280740.550183427,NA,39652.3173554519,667872204.955494,25843.2235790254,10350,106623,"Full"
"17_3","Week.14",14,2017-10-02,2017-10-06,"Western Delta",3,11,1,44477.368875555,1,32122.5441879008,279273078,8693.70255329115,75614987.462357,8695.6878659688,1202,31436,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Suisun Bay Marsh",4,20,0,40506.814599405,0,29254.9216551258,220105238,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Lower Sacramento",2,8,1,16298.73355572,1,11771.30756802,117440529,9978.80640023236,99637228.4756618,9981.84494347923,1379,36085,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Cache Slough LI",2,10,0,24411.03171738,0,17630.1895736633,51786023,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Sac DW Ship Channel",2,10,0,20737.19486454,0,14976.8629577233,14472933,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Upper Sacramento",2,16,0,52639.79391594,0,38017.62893929,50673600,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Lower San Joaquin",4,20,0,41832.60735654,0,30212.43864639,109289061,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Southern Delta",4,32,0,98324.5044705,0,71012.1421175833,255069170,0,NA,NA,NA,NA,""
"17_3","Week.14",14,2017-10-02,2017-10-06,"Total",23,127,2,339228.04935558,2,244998.035645697,NA,18672.5089535235,175252215.938019,13238.285989433,4361,53206,"Full"
"17_3","Week.15",15,2017-10-09,2017-10-13,"Western Delta",1,9,0,32999.4931035,0,23832.9672414167,279273078,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Suisun Bay Marsh",4,18,1,36084.78142731,1,26061.231030835,220105238,8448.12267607618,71451540.1377026,8452.90128522169,1167,30555,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Lower Sacramento",2,5,38,9104.38912614,38,6575.39214665667,117440529,859348.077858887,622936221299.158,789263.087505781,136652,2931375,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Cache Slough LI",2,10,0,17995.46521542,0,12996.7248778033,51786023,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Sac DW Ship Channel",2,10,0,19322.18468796,0,13954.9111635267,14472933,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Upper Sacramento",2,16,0,57039.83865888,0,41195.4390314133,50673600,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Lower San Joaquin",4,20,0,40135.201722,0,28986.534577,109289061,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Southern Delta",4,32,0,107041.74319212,0,77307.9256387533,255069170,0,NA,NA,NA,NA,""
"17_3","Week.15",15,2017-10-09,2017-10-13,"Total",21,120,39,319723.09713333,39,230911.125707405,NA,867796.200534963,623007672839.296,789308.35092459,140159,2940406,"Full"
"17_3","Week.16",16,2017-10-16,2017-10-20,"Western Delta",4,33,0,127872.57241836,0,92352.41341326,279273078,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Suisun Bay Marsh",4,19,1,35052.08347872,1,25315.39362352,220105238,8696.39344285884,75658342.8638207,8698.18043408049,1202,31445,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Lower Sacramento",2,10,0,19402.0507065,0,14012.5921769167,117440529,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Cache Slough LI",2,10,0,18256.96745334,0,13185.58760519,51786023,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Sac DW Ship Channel",2,10,0,18422.76526398,0,13305.33046843,14472933,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Upper Sacramento",2,16,0,62510.15544774,0,45146.2233789233,50673600,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Lower San Joaquin",4,20,0,43705.92042432,0,31565.38697312,109289061,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Southern Delta",4,28,0,93050.98833492,0,67203.49157522,255069170,0,NA,NA,NA,NA,""
"17_3","Week.16",16,2017-10-16,2017-10-20,"Total",24,146,1,418273.50352788,1,302086.41921458,NA,8696.39344285884,75658342.8638207,8698.18043408049,1202,31445,"Full"
"17_3","Week.17",17,2017-10-23,2017-10-27,"Western Delta",4,28,0,102384.86589408,0,73944.6253679467,279273078,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Suisun Bay Marsh",4,17,1,29816.42226332,1,21534.0827457311,220105238,10225.639386067,104701267.550964,10232.3637323428,1413,36986,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Lower Sacramento",2,7,1,19124.37307242,1,13812.04721897,117440529,17203.5741461628,565449100.883253,23779.1736795721,1330,76461,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Cache Slough LI",2,10,0,22705.20139734,0,16398.20100919,51786023,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Sac DW Ship Channel",2,10,0,25349.20469466,0,18307.7589461433,14472933,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Upper Sacramento",2,16,0,57695.95316562,0,41669.2995085033,50673600,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Lower San Joaquin",4,20,0,39602.42461098,0,28601.75110793,109289061,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Southern Delta",4,24,0,94971.62406468,0,68590.6173800467,255069170,0,NA,NA,NA,NA,""
"17_3","Week.17",17,2017-10-23,2017-10-27,"Total",24,132,2,391650.0691631,2,282858.383284461,NA,27429.2135322298,670150368.434217,25887.2626678492,4174,95333,"Full"
"17_3","Week.18",18,2017-10-30,2017-11-03,"Western Delta",4,32,0,131149.10110302,0,94718.79524107,279273078,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Suisun Bay Marsh",4,18,1,36259.846392,1,26187.6668386667,220105238,8405.41597282448,70667939.1512062,8406.42249421276,1162,30391,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Lower Sacramento",2,10,0,21339.7283715,0,15412.0260460833,117440529,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Cache Slough LI",2,10,0,21208.64026512,0,15317.3513025867,51786023,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Sac DW Ship Channel",2,10,0,21135.51399498,0,15264.5378852633,14472933,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Upper Sacramento",2,16,0,60716.03442366,0,43850.4693059767,50673600,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Lower San Joaquin",4,19,0,46176.71218776,0,33349.84769116,109289061,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Southern Delta",4,32,0,134672.30457912,0,97263.33108492,255069170,0,NA,NA,NA,NA,""
"17_3","Week.18",18,2017-10-30,2017-11-03,"Total",24,147,1,472657.88131716,1,341364.025395727,NA,8405.41597282448,70667939.1512062,8406.42249421276,1162,30391,"Full"
"17_3","Week.19",19,2017-11-06,2017-11-10,"Western Delta",4,30,0,131240.42469384,0,94784.7511677733,279273078,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Suisun Bay Marsh",4,20,0,39738.90451608,0,28700.31992828,220105238,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Lower Sacramento",2,9,1,21158.42913954,1,15281.08771189,117440529,7685.28790537388,59070039.7466942,7685.70359477219,1063,27786,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Cache Slough LI",2,10,0,18833.55292896,0,13602.0104486933,51786023,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Sac DW Ship Channel",2,10,0,22079.07877098,0,15946.0013345967,14472933,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Upper Sacramento",2,16,0,59604.98689992,0,43048.0460943867,50673600,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Lower San Joaquin",4,18,0,39752.38401288,0,28710.0551204133,109289061,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Southern Delta",4,32,0,125540.61947196,0,90668.2251741933,255069170,0,NA,NA,NA,NA,""
"17_3","Week.19",19,2017-11-06,2017-11-10,"Total",24,145,1,457948.38043416,1,330740.496980227,NA,7685.28790537388,59070039.7466942,7685.70359477219,1063,27786,"Full"
"17_3","Week.20",20,2017-11-13,2017-11-17,"Western Delta",4,33,0,117869.7748305,0,85128.1707109167,279273078,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Suisun Bay Marsh",4,20,0,37713.27313446,0,27237.3639304433,220105238,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Lower Sacramento",2,10,0,23864.10113472,0,17235.1841528533,117440529,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Cache Slough LI",2,10,0,20205.42871578,0,14592.8096280633,51786023,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Sac DW Ship Channel",2,10,0,23051.6244651,0,16648.3954470167,14472933,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Upper Sacramento",2,16,0,61168.2715413,0,44177.08500205,50673600,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Lower San Joaquin",4,20,0,36523.70754186,0,26378.2332246767,109289061,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Southern Delta",4,32,0,112492.12958214,0,81244.3158093233,255069170,0,NA,NA,NA,NA,""
"17_3","Week.20",20,2017-11-13,2017-11-17,"Total",24,151,0,432888.31094586,0,312641.557905343,NA,0,0,NA,NA,NA,"Full"
"17_3","Week.21",21,2017-11-20,2017-11-24,"Western Delta",4,32,0,125162.1825993,0,90394.90965505,279273078,0,NA,NA,NA,NA,""
"17_3","Week.21",21,2017-11-20,2017-11-24,"Suisun Bay Marsh",4,20,0,37100.29301748,0,26794.65606818,220105238,0,NA,NA,NA,NA,""
